"adminyear","grade","eitem1","eitem2","eitem3","eitem4","eitem5","eitem6","eitem7","eitem8","eitem9","eitem10","eitem11","eitem12","eitem13","eitem14","eitem15","eitem16","eitem17","eitem18","eitem19","eitem20","eitem21","eitem22","eitem23","eitem24","eitem25","eitem26","eitem27","eitem28","eitem29","eitem30","eitem31","eitem32","eitem33","eitem34","eitem35","eitem36","eitem37","eitem38","eitem39","eitem40","mitem1","mitem2","mitem3","mitem4","mitem5","mitem6","mitem7","mitem8","mitem9","mitem10","mitem11","mitem12","mitem13","mitem14","mitem15","mitem16","mitem17","mitem18","mitem19","mitem20","mitem21","mitem22","mitem23","mitem24","mitem25","mitem26","mitem27","mitem28","mitem29","mitem30","mitem31","mitem32","mitem33","mitem34","mitem35","mitem36","mitem37","mitem38","mitem39","mitem40","mitem41","mitem42","sitem1","sitem2","sitem3","sitem4","sitem5","sitem6","sitem7","sitem8","sitem9","sitem10","sitem11","sitem12","sitem13","sitem14","sitem15","sitem16","sitem17","sitem18","sitem19","sitem20","sitem21","sitem22","sitem23","sitem24","sitem25","sitem26","sitem27","sitem28","sitem29","sitem30","sitem31","sitem32","sitem33","sitem34","sitem35","sitem36","sitem37","sitem38","sitem39","sitem40","sitem41","sitem42","sitem43","sitem44","sitem45","eteststat","mteststat","steststat","ssubject","ssubject_prior","erawsc","mrawsc","srawsc","escaleds","mscaleds","sscaleds","escaleds2018","escaleds2019","escaleds2021","mscaleds2018","mscaleds2019","mscaleds2021","sscaleds_prior","escaleds.legacy.equivalent","mscaleds.legacy.equivalent","sscaleds.legacy.equivalent","sscaleds.highest.on.legacy.scale","sscaleds.highest.on.nextGen.scale","eperflev","mperflev","sperflev","eperf2","mperf2","sperf2","sperf2.highest.on.nextGen.scale","eassess","massess","sassess","esgp","msgp","esgp2018","esgp2019","esgp2021","msgp2018","msgp2019","msgp2021","idea1","idea2","idea3","wpcompconv","conv1","conv2","conv3","eattempt","mattempt","sattempt","grade2021"
2022,"6",0,0,0,1,0,1,1,1,0,1,2,6,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,27,9,NA,490,466,NA,NA,484,455,NA,489,444,NA,NA,NA,NA,NA,NA,"PM","NM",NA,"Partially Meeting","Not Meeting",NA,NA,1,1,NA,98,27,NA,NA,1,NA,NA,1,"3.0","3.0",NA,NA,"3.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,0,1,0,1,1,1,2,4,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,1,1,1,1,1,4,0,1,2,1,0,1,1,1,1,1,1,3,1,2,1,1,1,1,0,1,4,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,48,NA,520,532,NA,NA,555,531,NA,525,523,NA,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,NA,1,1,NA,24,79,NA,NA,43,NA,NA,64,"2.0","3.0",NA,NA,"2.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,0,0,2,0,1,0,1,1,0,1,1,1,1,2,1,1,1,1,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,1,1,1,0,0,1,1,1,1,4,1,0,0,1,1,0,1,1,1,1,1,1,0,2,1,1,1,0,0,1,3,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,35,NA,499,510,NA,NA,NA,501,NA,NA,501,NA,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,NA,1,1,NA,48,66,NA,NA,NA,NA,NA,NA,"1.0","2.0",NA,NA,"1.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,19,23,NA,472,493,NA,NA,487,498,NA,501,496,NA,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,NA,1,1,NA,16,28,NA,NA,62,NA,NA,33,"1.0","2.0",NA,NA,"1.0","1.0",NA,"F","F",NA,"5"
2022,"6",1,1,0,1,2,1,0,1,1,1,0,4,1,0,1,1,0,1,1,0,1,1,2,1,0,1,0,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,17,NA,501,483,NA,NA,508,501,NA,496,493,NA,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,NA,1,1,NA,56,13,NA,NA,26,NA,NA,38,"2.0","2.0",NA,NA,"2.0","2.0",NA,"F","F",NA,"5"
2022,"6",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,10,13,NA,447,476,NA,NA,484,477,NA,489,479,NA,NA,NA,NA,NA,NA,"NM","PM",NA,"Not Meeting","Partially Meeting",NA,NA,1,1,NA,8,22,NA,NA,12,NA,NA,15,"1.0","2.0",NA,NA,"1.0","1.0",NA,"F","F",NA,"5"
2022,"6",0,1,1,1,2,1,1,1,1,1,2,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,0,1,1,1,0,1,4,1,0,1,1,0,0,1,1,1,1,1,3,1,2,0,1,1,0,1,1,3,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,42,NA,517,520,NA,NA,508,502,NA,503,496,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,89,97,NA,NA,29,NA,NA,29,"2.0","3.0",NA,NA,"2.0","3.0",NA,"F","F",NA,"5"
2022,"6",0,1,0,1,2,1,0,1,1,0,2,6,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,0,1,0,0,1,1,0,0,3,0,0,1,0,1,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,39,26,NA,520,497,NA,NA,497,511,NA,496,493,NA,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,NA,1,1,NA,92,56,NA,NA,76,NA,NA,38,"3.0","3.0",NA,NA,"3.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,1,2,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,0,1,0,1,1,1,1,4,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,41,30,NA,527,503,NA,NA,519,502,NA,513,495,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,93,51,NA,NA,13,NA,NA,10,"3.0","4.0",NA,NA,"3.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,0,0,1,0,0,1,1,1,1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,27,NA,494,499,NA,NA,497,491,NA,528,519,NA,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,NA,1,1,NA,67,2,NA,NA,19,NA,NA,42,"1.0","2.0",NA,NA,"1.0","1.0",NA,"F","F",NA,"5"
2022,"6",1,1,0,1,2,0,1,1,1,1,1,6,0,0,1,0,0,1,0,1,1,1,2,1,1,1,0,1,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,1,3,1,2,1,1,1,0,0,0,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,33,33,NA,504,507,NA,NA,510,NA,NA,491,NA,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","3.0",NA,NA,"3.0","2.0",NA,"F","F",NA,NA
2022,"6",0,1,1,1,0,1,1,1,1,1,2,2,0,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,0,1,1,0,0,1,1,1,1,1,4,1,2,0,0,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,42,NA,499,520,NA,NA,NA,496,NA,NA,503,NA,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,NA,1,1,NA,60,88,NA,NA,NA,NA,NA,NA,"1.0","1.0",NA,NA,"1.0","0.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,1,2,4,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,1,1,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,43,27,NA,535,499,NA,NA,NA,517,NA,NA,496,NA,NA,NA,NA,NA,NA,"E","PM",NA,"Exceeding","Partially Meeting",NA,NA,1,1,NA,92,46,NA,NA,NA,NA,NA,NA,"2.0","3.0",NA,NA,"2.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,0,1,2,1,1,1,1,1,2,5,1,0,1,1,0,0,2,1,1,0,2,1,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,0,1,0,0,1,1,2,1,1,0,0,0,0,1,1,1,0,1,3,0,1,0,0,1,0,1,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,30,NA,514,503,NA,NA,499,501,NA,507,493,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,91,62,NA,NA,42,NA,NA,16,"3.0","2.0",NA,NA,"2.0","1.0",NA,"F","F",NA,"5"
2022,"6",1,1,0,1,2,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,0,1,1,1,1,1,4,0,1,2,1,0,0,1,1,1,1,1,1,0,2,1,1,1,0,0,1,2,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,42,39,NA,531,515,NA,NA,NA,519,NA,NA,512,NA,NA,NA,NA,NA,NA,"E","M",NA,"Exceeding","Meeting",NA,NA,1,1,NA,83,53,NA,NA,NA,NA,NA,NA,"2.0","3.0",NA,NA,"2.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,1,2,6,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,0,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,29,NA,512,501,NA,NA,NA,517,NA,NA,492,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,45,66,NA,NA,NA,NA,NA,NA,"3.0","3.0",NA,NA,"3.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,0,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,0,0,1,1,1,0,1,3,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,33,28,NA,504,500,NA,NA,513,502,NA,484,501,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,54,67,NA,NA,21,NA,NA,88,"1.0","2.0",NA,NA,"1.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,0,1,1,2,1,1,1,1,1,2,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,0,0,1,1,1,0,1,3,0,0,1,0,0,0,1,1,1,1,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,28,NA,514,500,NA,NA,NA,491,NA,NA,485,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,95,81,NA,NA,NA,NA,NA,NA,"2.0","2.0",NA,NA,"2.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,0,1,1,2,1,1,1,0,1,1,5,0,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,0,0,1,1,1,1,1,3,0,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,33,NA,512,507,NA,NA,519,514,NA,525,501,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,47,38,NA,NA,47,NA,NA,7,"3.0","3.0",NA,NA,"2.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,0,2,1,1,1,1,0,1,6,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,0,1,1,1,1,1,1,3,1,0,1,1,0,0,1,1,1,1,1,4,1,2,1,1,0,0,0,1,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,43,40,NA,535,517,NA,NA,529,496,NA,532,504,NA,NA,NA,NA,NA,NA,"E","M",NA,"Exceeding","Meeting",NA,NA,1,1,NA,97,62,NA,NA,2,NA,NA,5,"3.0","4.0",NA,NA,"3.0","3.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,1,1,5,1,0,1,1,1,0,2,1,1,1,2,1,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,0,0,1,1,1,0,1,4,0,1,1,0,0,0,1,1,1,1,1,4,1,2,0,0,1,0,0,0,3,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,40,36,NA,524,511,NA,NA,505,511,NA,494,506,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,92,78,NA,NA,64,NA,NA,83,"2.0","2.0",NA,NA,"3.0","2.0",NA,"F","F",NA,"5"
2022,"6",0,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,14,9,NA,460,466,NA,NA,479,466,NA,479,492,NA,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,NA,1,1,NA,47,4,NA,NA,7,NA,NA,75,"1.0","1.0",NA,NA,"1.0","1.0",NA,"F","F",NA,"5"
2022,"6",0,0,1,1,2,1,1,1,1,0,2,4,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,0,2,0,0,1,1,1,1,1,1,3,1,2,1,1,1,1,0,1,4,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,47,NA,514,529,NA,NA,522,519,NA,513,512,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,45,94,NA,NA,55,NA,NA,58,"2.0","2.0",NA,NA,"2.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,1,1,2,4,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,3,0,1,0,1,0,1,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,26,NA,499,497,NA,NA,505,511,NA,491,473,NA,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,NA,1,1,NA,36,91,NA,NA,64,NA,NA,7,"2.0","1.0",NA,NA,"2.0","0.0",NA,"F","F",NA,"5"
2022,"6",1,1,1,1,2,1,1,1,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,2,1,2,1,0,1,1,1,1,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,32,NA,497,506,NA,NA,502,482,NA,507,489,NA,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,NA,1,1,NA,81,79,NA,NA,3,NA,NA,10,"2.0","2.0",NA,NA,"2.0","1.0",NA,"F","F",NA,"5"
2022,"6",0,1,0,0,2,1,0,1,1,1,2,6,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,4,0,1,2,1,0,1,1,1,0,1,1,3,1,2,1,1,1,1,1,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,47,NA,514,529,NA,NA,505,531,NA,548,513,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,53,73,NA,NA,95,NA,NA,6,"3.0","4.0",NA,NA,"3.0","2.0",NA,"F","F",NA,"5"
2022,"6",1,0,1,1,2,1,1,1,1,1,2,4,0,1,1,0,1,1,2,1,1,1,2,1,1,1,1,2,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,0,1,1,1,1,0,4,1,0,2,1,0,1,1,1,1,1,1,3,1,2,1,1,1,1,0,1,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,44,NA,514,524,NA,NA,526,524,NA,522,552,NA,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,NA,1,1,NA,34,20,NA,NA,61,NA,NA,99,"2.0","2.0",NA,NA,"2.0","1.0",NA,"F","F",NA,"5"
